Name,Platform,Publisher,Developer,Genre,Rating,Year_of_Release,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Infected,PSP,THQ,Planet Moon Studios,Shooter,M,2005,74,49,8.3,30,0.15
Doctor Who: Evacuation Earth,DS,Asylum Entertainment,,Adventure,,2010,,,,,0.15
Birds of Steel,X360,Konami Digital Entertainment,Gaijin Entertainment,Simulation,T,2012,77,18,8.9,18,0.15
Cars: Race-O-Rama,X360,THQ,Incinerator Games,Racing,E,2009,54,8,5.8,5,0.15
Scooby-Doo! Unmasked,GC,THQ,,Platform,,2005,,,,,0.15
Theatrhythm Dragon Quest,3DS,Square Enix,,Misc,,2015,,,,,0.15
Streak: Hoverboard Racing,PS,GT Interactive,,Racing,,1998,,,,,0.15
NBA Street Homecourt,PS3,Electronic Arts,EA Canada,Sports,E,2007,81,31,6.5,16,0.15
Darksiders II,PC,Nordic Games,Vigil Games,Action,M,2012,81,23,7.8,653,0.15
Enthusia Professional Racing,PS2,Konami Digital Entertainment,Konami,Racing,E,2005,70,43,7.6,17,0.15
DiRT 3,PC,Codemasters,Codemasters,Racing,T,2011,86,23,6.9,433,0.15
NCAA GameBreaker 2001,PS2,Sony Computer Entertainment,989 Sports,Sports,E,2000,57,9,tbd,,0.15
Disgaea 4: A Promise Unforgotten,PSV,Nippon Ichi Software,,Role-Playing,,2014,,,,,0.15
Get On Da Mic,PS2,Eidos Interactive,Artificial Mind and Movement,Misc,T,2004,49,29,6.3,7,0.15
Darksiders II,WiiU,THQ,Vigil Games,Action,M,2012,85,36,8.2,153,0.15
Gunslingers,Wii,Neko Entertainment,Neko Entertainment,Shooter,T,2010,,,tbd,,0.15
Army Men: Sarge's War,GC,Global Star,3DO,Shooter,T,2004,56,11,6.7,7,0.15
Amagami,PSP,Kadokawa Shoten,,Adventure,,2011,,,,,0.15
Jikkyou Powerful Pro Yakyuu 2009,PS2,Konami Digital Entertainment,,Sports,,2009,,,,,0.15
Block Party,Wii,Activision,Activision,Misc,E10+,2008,,,2.8,4,0.15
Little League World Series Baseball 2009,Wii,Activision,Now Production,Sports,E,2009,,,tbd,,0.15
Kidou Senkan Nadesico,SAT,Sega,,Strategy,,1997,,,,,0.15
Blitz: The League II,PS3,Midway Games,,Sports,,2008,62,25,7.5,15,0.15
Arcade Zone,Wii,Activision,Activision,Misc,E,2009,,,tbd,,0.15
Project Sylpheed: Arc of Deception,X360,Microsoft Game Studios,"Game Arts, Seta Corporation",Shooter,T,2006,64,45,8.6,24,0.15
Bigfoot: Collision Course,DS,Zoo Digital Publishing,Destination Software,Racing,E,2009,26,4,tbd,,0.15
Frogger's Adventures: The Rescue,GC,Konami Digital Entertainment,Konami,Platform,E,2003,61,4,tbd,,0.15
NHL 2K10,PS3,Take-Two Interactive,Take-Two Interactive,Sports,E10+,2009,66,23,7.1,8,0.15
Family Party: Fitness Fun,Wii,D3Publisher,Tamsoft,Sports,E10+,2010,,,tbd,,0.15
The Secret Saturdays: Beasts of the 5th Sun,PS2,D3Publisher,High Voltage Software,Action,E10+,2009,,,tbd,,0.15
Michael Jackson: The Experience,PSP,Ubisoft,Ubisoft,Misc,E10+,2010,,,6.2,6,0.15
MLB Power Pros 2008,PS2,Konami Digital Entertainment,Konami,Sports,E,2008,67,9,8.5,8,0.15
Sonny with a Chance,DS,Disney Interactive Studios,Altron,Action,E,2010,,,tbd,,0.15
The Fairly Odd Parents: Clash with the Anti-World,GBA,THQ,,Adventure,,2005,,,,,0.15
WordJong,DS,White Park Bay Software,Magellan Interactive,Puzzle,E,2007,77,9,7.7,9,0.15
Tears to Tiara II: Heir of the Overlord,PS3,Nippon Ichi Software,Aqua Plus,Role-Playing,T,2013,65,18,8.7,41,0.15
Puzzle Quest: Galactrix,DS,D3Publisher,Infinite Interactive,Puzzle,E10+,2009,75,33,6.7,6,0.15
The Amazing Spider-Man (Console Version),Wii,Activision,,Action,,2012,,,,,0.15
de Blob 2,X360,THQ,Blue Tongue Entertainment,Platform,E10+,2011,77,54,7.5,23,0.15
Disney's The Lion King: Simba's Mighty Adventure,PS,Activision,Paradox Development,Action,E,2000,30,5,6.9,9,0.15
Gundam Breaker 2,PSV,Namco Bandai Games,,Action,,2014,,,,,0.15
Major League Baseball 2K10,DS,Take-Two Interactive,Powerhead Games,Sports,E,2010,,,tbd,,0.15
Samurai Warriors: Katana,Wii,Tecmo Koei,"Koei, Omega Force",Action,T,2007,53,30,6.8,6,0.15
NBA 09: The Inside,PS3,Sony Computer Entertainment,SCEA San Diego Studios,Sports,E,2008,63,17,5.1,7,0.15
Jikkyou Powerful Pro Yakyuu 2012,PSP,Konami Digital Entertainment,,Action,,2012,,,,,0.15
Kingdom of Paradise,PSP,Sony Computer Entertainment,Climax Entertainment,Role-Playing,T,2005,72,38,7.5,19,0.15
All Japan Pro Wrestling featuring Virtua,SAT,Sega,,Fighting,,1997,,,,,0.15
Naruto Shippuden: Legends: Akatsuki Rising,PSP,Namco Bandai Games,Racjin,Fighting,T,2009,60,15,6.2,10,0.15
Marvel Super Hero Squad: The Infinity Gauntlet,X360,THQ,THQ,Action,E10+,2010,55,10,6.3,6,0.15
Rudra no Hihou,SNES,SquareSoft,,Role-Playing,,1996,,,,,0.15
Bleach: Dark Souls,DS,Sega,Treasure,Fighting,T,2007,82,28,7.9,14,0.15
Hot Wheels: Battle Force 5,DS,Activision,Virtuos,Racing,E10+,2009,,,tbd,,0.15
Prince of Persia: The Sands of Time,GBA,Ubisoft,Ubisoft Montreal,Action,T,2003,75,25,8.8,5,0.15
Zoids: Battle Legends,GC,Tomy Corporation,Tomy Corporation,Action,T,2003,,,8.1,14,0.15
Ice Age 2: The Meltdown,DS,Vivendi Games,Amaze Entertainment,Platform,E,2006,,,tbd,,0.15
Prince of Persia: The Forgotten Sands,DS,Ubisoft,Ubisoft Casablanca,Action,E10+,2010,57,7,6.3,6,0.15
World Series Baseball 2K3,XB,Sega,Blue Shift,Sports,E,2003,89,22,8.6,14,0.15
Tokyo Xanadu,PSV,Nihon Falcom Corporation,,Role-Playing,,2015,,,,,0.15
Serious Sam,XB,Take-Two Interactive,Croteam,Shooter,M,2002,75,22,8.2,16,0.15
Bomberman,DS,Ubisoft,Racjin,Puzzle,E,2005,75,30,7,12,0.15
Kowloon's Gate,PS,Sony Computer Entertainment,,Adventure,,1997,,,,,0.15
Killer7,GC,Capcom,Grasshopper Manufacture,Action,M,2005,74,57,8.5,64,0.15
Super Monkey Ball Adventure,GC,Sega,TT Games,Platform,E,2006,51,24,7.2,9,0.15
FIFA Soccer 2002,PS,Electronic Arts,EA Sports,Sports,E,2001,81,8,6.4,5,0.15
Street Fighter Anniversary Collection,XB,Capcom,Capcom,Fighting,T,2004,79,33,6.4,9,0.15
3rd Super Robot Wars Z: Tengoku-Hen,PS3,Namco Bandai Games,,Action,,2015,,,,,0.15
Suzumiya Haruhi no Yakusoku,PSP,Namco Bandai Games,,Adventure,,2007,,,,,0.15
Shadow Ops: Red Mercury,XB,Atari,Zombie,Shooter,T,2004,61,45,6.1,14,0.15
Indigo Prophecy,PS2,Atari,Quantic Dream,Adventure,M,2005,83,47,7.8,104,0.15
FIFA 06: Road to FIFA World Cup,X360,Electronic Arts,EA Canada,Sports,E,2005,62,39,6,34,0.15
World League Soccer,SNES,Imagineer,,Sports,,1991,,,,,0.15
NBA ShootOut 2001,PS2,Sony Computer Entertainment,989 Sports,Sports,E,2001,54,12,tbd,,0.15
Final Fantasy XI: Vana'diel Collection 2008,X360,Square Enix,Square Enix,Role-Playing,T,2007,,,tbd,,0.15
Farm Frenzy: Animal Country,DS,City Interactive,City Interactive,Simulation,E,2009,,,tbd,,0.15
We Sing UK Hits,Wii,Nordic Games,Le Cortex,Misc,T,2011,,,tbd,,0.15
Samurai Shodown Anthology,PS2,Ignition Entertainment,SNK Playmore,Fighting,T,2008,,,tbd,,0.15
Musashi: Samurai Legend,PS2,Atari,Square Enix,Role-Playing,T,2005,64,47,8.9,9,0.15
Build-A-Bear Workshop: Welcome to Hugsville,DS,Game Factory,The Game Factory,Misc,E,2010,,,tbd,,0.15
LEGO The Hobbit,PSV,Warner Bros. Interactive Entertainment,TT Games,Action,E10+,2014,,,2.5,13,0.15
The Oregon Trail,Wii,Crave Entertainment,,Simulation,,2011,,,,,0.15
Oreshika: Tainted Bloodlines,PSV,Sony Computer Entertainment,Alfa System,Role-Playing,T,2014,78,26,8,84,0.15
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,N/A,,Misc,,2004,,,,,0.15
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,D3Publisher,,Action,,2013,,,,,0.15
F1 2001,PS2,Electronic Arts,EA Sports,Racing,E,2001,83,13,8.3,9,0.15
Darksiders,PC,THQ,Vigil Games,Action,M,2010,83,18,7.8,603,0.15
J-League Victory Goal,SAT,Sega,,Sports,,1995,,,,,0.15
Top Gun: Combat Zones,GC,Titus,Titus Software,Simulation,E,2002,59,10,7.1,7,0.15
Countdown: The Game,DS,Mindscape,,Puzzle,,2009,,,,,0.15
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,THQ,,Action,,2005,,,,,0.15
Pro Baseball Spirits 2015,PS3,Konami Digital Entertainment,,Action,,2015,,,,,0.15
NHL 09,PS2,Electronic Arts,EA Canada,Sports,E10+,2008,,,7.6,7,0.15
History Civil War: Secret Missions,PS2,Activision,,Shooter,,2008,,,,,0.15
Fantastic Four: Rise of the Silver Surfer,PS3,Take-Two Interactive,Visual Concepts,Action,T,2007,47,26,6.2,10,0.15
Dark Rift,N64,Vic Tokai,,Fighting,,1997,,,,,0.15
Derby Stallion 64,N64,Media Factory,,Sports,,2001,,,,,0.15
Doraemon 3: Nobi Dai no Machi SOS!,N64,Epoch,,Platform,,2000,,,,,0.15
Space Station Silicon Valley,N64,Take-Two Interactive,,Adventure,,1997,,,,,0.15
All-Star Baseball 2003,GC,Acclaim Entertainment,Acclaim,Sports,E,2002,83,16,8,6,0.15
Burger Island,Wii,Destineer,eGames,Action,E,2009,,,tbd,,0.15
Cake Mania: In The Mix!,Wii,Majesco Entertainment,,Puzzle,,2008,,,,,0.15
T'ai Fu: Wrath of the Tiger,PS,Activision,,Action,,1998,,,,,0.15
Rocky,XB,Rage Software,Rage Software,Fighting,T,2002,74,22,7.3,6,0.15
Ford Racing 2,XB,Empire Interactive,Razorworks Studios,Racing,E,2003,62,11,tbd,,0.15
Kids Learn Math: A+ Edition,DS,Unknown,,Misc,,2011,,,,,0.15
Rock Band: Metal Track Pack,X360,MTV Games,Harmonix Music Systems,Misc,T,2009,,,tbd,,0.15
Megamind: Ultimate Showdown,PS3,THQ,THQ Australia,Action,E10+,2010,43,5,4.2,6,0.15
Space Invaders Extreme,DS,Square Enix,Taito Corporation,Shooter,E,2008,85,41,7.6,16,0.15
Tetris Attack,SNES,Nintendo,,Puzzle,,1995,,,,,0.15
Thor: God of Thunder,Wii,Sega,Red Fly Studio,Action,T,2011,56,14,8,9,0.15
Petz: Dogz Talent Show,DS,Ubisoft,Ubisoft Nagoya,Simulation,E,2009,,,tbd,,0.15
BloodRayne 2,XB,THQ,Terminal Reality,Shooter,M,2004,71,35,8.5,4,0.15
Jaws Unleashed,XB,THQ,Appaloosa Interactive,Action,M,2006,51,29,6.2,9,0.15
Pro Yaky? Spirits 6,PS3,Konami Digital Entertainment,,Sports,,2009,,,,,0.15
Star Trek: Voyager Elite Force,PS2,Codemasters,Pipe Dream Interactive,Shooter,T,2001,52,12,6.4,5,0.15
X-Men: The Official Game,GC,Activision,Hypnos,Action,T,2006,50,31,6.3,8,0.15
The Sims Medieval: Pirates and Nobles,PC,Electronic Arts,,Simulation,,2011,,,,,0.15
Warriors Orochi 3,PS4,Tecmo Koei,,Action,,2014,,,,,0.15
Brain Boost: Gamma Wave,DS,505 Games,Interchannel,Puzzle,E,2005,40,12,tbd,,0.15
Chessmaster II,PS,Mindscape,,Strategy,,1998,,,,,0.15
All-Star Baseball 2003,GBA,Acclaim Entertainment,Software Creations,Sports,E,2002,77,6,tbd,,0.15
Major League Baseball 2K12,Wii,Take-Two Interactive,Visual Concepts,Sports,E,2012,,,tbd,,0.15
Scooby-Doo! Mystery Mayhem,XB,THQ,,Action,,2004,,,,,0.15
Winning Post 4,PS,Tecmo Koei,,Sports,,1999,,,,,0.15
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Konami Digital Entertainment,,Action,,2013,,,,,0.15
187: Ride or Die,PS2,Ubisoft,Ubisoft,Racing,M,2005,52,33,6.8,12,0.15
Dishonored,XOne,Bethesda Softworks,,Action,,2015,,,,,0.15
Curious George,GC,Namco Bandai Games,,Action,,2006,,,,,0.15
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,N/A,,Misc,,2004,,,,,0.15
Battleborn,XOne,Take-Two Interactive,Gearbox Software,Shooter,T,2016,71,20,7.2,171,0.15
eJay Clubworld,PS2,Empire Interactive,UDS,Misc,E,N/A,69,5,8.6,10,0.15
Geist,GC,Nintendo,n-Space,Adventure,M,2005,66,43,8.5,23,0.15
The King of Fighters XIV,PS4,Deep Silver,SNK Playmore,Fighting,T,2016,79,54,8.7,208,0.15
Cardinal Syn,PS,Sony Computer Entertainment,,Fighting,,1998,,,,,0.15
Sword Art Online: Hollow Realization,PSV,Namco Bandai Games,Bandai Namco Games,Role-Playing,T,2016,60,5,7,8,0.15
The Incredibles: Rise of the Underminer,DS,THQ,Helixe,Action,E10+,2005,54,6,tbd,,0.15
Deadly Premonition,PS3,Rising Star Games,,Action,,2010,,,,,0.15
Street Fighter Alpha 3,GBA,Capcom,Crawfish Interactive,Fighting,T,2002,83,17,7.8,10,0.15
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Namco Bandai Games,,Shooter,,1997,,,,,0.15
Super Street Fighter II,GEN,Capcom,,Fighting,,1993,,,,,0.15
Deponia,PC,Daedalic,Daedalic Entertainment,Adventure,,2012,74,33,8.2,307,0.15
Metal Gear Solid: Peace Walker HD Edition,PS3,Konami Digital Entertainment,"Genki, Kojima Productions",Action,T,2011,,,8,60,0.15
Battle Stadium D.O.N,PS2,Namco Bandai Games,,Fighting,,2006,,,,,0.15
Ridge Racer DS,DS,Namco Bandai Games,Namco,Racing,E,2004,63,35,6.7,7,0.15
High Velocity Bowling,PS3,Sony Computer Entertainment,SCEA,Sports,E10+,2010,66,14,8.1,23,0.15
LEGO Harry Potter Collection,PS4,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,Action,E10+,2016,73,16,8.1,7,0.15
The Quest Trio,DS,Avanquest,Activision,Puzzle,E,2008,,,tbd,,0.15
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,Konami Digital Entertainment,,Sports,,2000,,,,,0.15
Brain Boost: Beta Wave,DS,505 Games,Interchannel,Puzzle,E,2005,39,12,2.5,4,0.15
Power Pro Kun Pocket 9,DS,Konami Digital Entertainment,,Sports,,2006,,,,,0.15
Shenmue II,DC,Sega,Sega AM2,Adventure,T,2001,88,9,9.4,201,0.15
Armored Core: For Answer,X360,Ubisoft,From Software,Simulation,T,2008,64,22,7.7,38,0.15
Sumikko Gurashi: Omise Hajimerundesu,3DS,Nippon Columbia,,Action,,2015,,,,,0.15
Major League Baseball 2K8,PS2,Bethesda Softworks,2K Sports,Sports,E,2008,,,6.5,4,0.15
Capcom Classics Collection,XB,Capcom,Digital Eclipse,Misc,T,2005,81,23,tbd,,0.15
Fugitive Hunter: War on Terror,PS2,Play It,Black Ops Entertainment,Shooter,M,2003,35,15,5,23,0.15
The Incredible Hulk: Ultimate Destruction,GC,Vivendi Games,Radical Entertainment,Action,T,2005,84,30,9.1,14,0.15
Candace Kane's Candy Factory,Wii,Destineer,Destineer,Action,E,2008,,,tbd,,0.15
Prince of Persia: The Two Thrones,GC,Ubisoft,Ubisoft,Action,M,2005,84,34,8.1,22,0.15
Blazing Angels 2: Secret Missions of WWII,PS3,Ubisoft,Ubisoft Romania,Simulation,T,2007,70,10,7.2,12,0.15
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Banpresto,,Adventure,,2011,,,,,0.15
Pac-Man World 3,XB,Namco Bandai Games,Blitz Games,Platform,E,2005,65,16,tbd,,0.15
SNK Arcade Classics Vol. 1,PSP,Ignition Entertainment,Terminal Reality,Misc,T,2008,68,13,tbd,,0.15
Phantasy Star Online Episode I & II,XB,Sega,,Role-Playing,,2003,,,,,0.15
All-Star Baseball 2005,XB,Unknown,Acclaim,Sports,E,N/A,75,31,8.8,12,0.15
The Legend of Heroes: Trails of Cold Steel II,PS3,Nippon Ichi Software,Falcom,Role-Playing,T,2014,90,4,7.8,71,0.15
Sam & Max: Season One,Wii,JoWood Productions,,Adventure,,2008,,,,,0.15
Backyard Sports: Sandlot Sluggers,Wii,Atari,HB Studios Multimedia,Sports,E,2010,,,tbd,,0.15
Batman Begins,GC,Electronic Arts,Eurocom Entertainment Software,Action,T,2005,66,38,7.2,10,0.15
Yakuza: Ishin,PS4,Sega,,Action,,2014,,,,,0.15
Nancy Drew: The White Wolf of Icicle Creek,Wii,Sega,Her Interactive,Adventure,E,2008,67,9,tbd,,0.15
Toy Story Racer,PS,Activision,Traveller's Tales,Racing,E,2001,76,8,8.7,9,0.15
Disney's Donald Duck: Goin' Quackers,PS,Ubisoft,Ubisoft Shanghai,Platform,E,2000,65,4,7,10,0.15
Mobile Suit Gundam: Perfect One Year War,PS,Namco Bandai Games,,Strategy,,1997,,,,,0.15
Galerians,PS,Crave Entertainment,,Adventure,,1999,,,,,0.15
Ys: The Oath in Felghana,PSP,Falcom Corporation,Falcom,Role-Playing,T,2010,80,25,8.3,57,0.15
Crash: Twinsanity,XB,Vivendi Games,Traveller's Tales,Platform,E,2004,66,30,8.7,29,0.15
We Dance,Wii,Nordic Games,Nordic Games Publishing,Misc,,2011,,,tbd,,0.15
Space Camp,DS,Activision,7 Studios,Action,E,2009,,,tbd,,0.15
DrumMania,PS2,Konami Digital Entertainment,,Simulation,,2000,,,,,0.15
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,Nippon Columbia,,Action,,2013,,,,,0.15
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,Konami Digital Entertainment,,Action,,2005,,,,,0.15
SpongeBob's Truth or Square,DS,THQ,"THQ, Altron",Action,E,2009,,,tbd,,0.15
Tamagotchi no Narikiri Channel,DS,Namco Bandai Games,,Role-Playing,,2009,,,,,0.15
Arena Football,XB,Electronic Arts,EA Tiburon,Sports,E10+,2006,65,17,8.5,10,0.15
Power Pro Kun Pocket 1+2,GBA,Konami Digital Entertainment,,Sports,,2004,,,,,0.15
Medal of Honor: Infiltrator,GBA,Electronic Arts,Netherock Ltd.,Shooter,T,2003,80,19,7.2,12,0.15
Skylanders: SuperChargers,Wii,Activision,,Action,,2015,,,,,0.15
Blazing Dragons,PS,Crystal Dynamics,,Adventure,,1996,,,,,0.15
Lego Star Wars: The Force Awakens,WiiU,Warner Bros. Interactive Entertainment,TT Games,Action,E10+,2016,74,6,8,11,0.15
Victorious: Hollywood Arts Debut,DS,D3Publisher,Behaviour Interactive,Misc,E,2011,,,tbd,,0.15
The Wizard of Oz: Beyond The Yellow Brick Road,DS,D3Publisher,Media Vision,Role-Playing,E,2008,68,18,6,4,0.15
Baseball Blast!,Wii,Take-Two Interactive,,Sports,,2009,,,,,0.15
Super Monkey Ball Deluxe,XB,Sega,Sega,Misc,E,2005,81,25,8.2,9,0.15
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,Atlus,,Role-Playing,,1999,,,,,0.15
Shin Chan: ¡Aventuras de Cine!,DS,505 Games,,Platform,,2008,,,,,0.15
Jurassic: The Hunted,Wii,Activision,Activision,Shooter,T,2009,,,tbd,,0.15
The Cursed Crusade,X360,DTP Entertainment,Kylotonn,Action,M,2011,39,27,4.4,29,0.15
Charm Girls Club: Pajama Party,Wii,Electronic Arts,Electronic Arts,Misc,E,2009,,,tbd,,0.15
SpongeBob's Boating Bash,DS,THQ,Firebrand Games,Misc,E,2010,,,tbd,,0.15
Tamagotchi Collection,DS,Namco Bandai Games,,Misc,,2011,,,,,0.15
Earth Defense Force 2025,X360,D3Publisher,Sandlot,Shooter,M,2013,68,25,8.1,63,0.15
NHL 2K10,X360,Take-Two Interactive,Take-Two Interactive,Sports,E10+,2009,69,31,7.9,15,0.15
White Knight Chronicles: Origins,PSP,Sony Computer Entertainment,,Role-Playing,,2011,,,,,0.15
Trivial Pursuit: Bet You Know It,Wii,Electronic Arts,Electronic Arts,Misc,T,2011,,,tbd,,0.15
Turbo Prop Racing,PS,Sony Computer Entertainment,,Racing,,1997,,,,,0.15
Barbie Superpack: Secret Agent / Groovy Games,GBA,Vivendi Games,,Misc,,2005,,,,,0.15
Tom Clancy's Ghost Recon,GC,Ubisoft,Red Storm Entertainment,Shooter,M,2003,59,15,5.4,17,0.15
Pac-Man Party 3D,3DS,Namco Bandai Games,Namco Bandai Games,Misc,E,2011,43,11,5.4,11,0.15
Dance Dance Revolution (North America),PS,Konami Digital Entertainment,,Simulation,,2001,,,,,0.15
Darkstalkers Chronicle: The Chaos Tower,PSP,Capcom,Capcom,Fighting,T,2004,74,27,7.9,25,0.15
WWE '13,Wii,THQ,THQ,Action,T,2012,74,4,6,9,0.15
Mad Dash Racing,XB,Eidos Interactive,Crystal Dynamics,Racing,T,2001,65,21,7.7,6,0.15
Bakugan Battle Brawlers: Defenders of the Core,X360,Activision,Now Production,Action,E10+,2010,62,10,tbd,,0.15
Rayman Origins,3DS,Ubisoft,UBlart Montpellier,Platform,E10+,2012,71,8,6.3,65,0.15
Summon Night 5,PSP,Namco Bandai Games,Felistella,Role-Playing,T,2013,74,7,8.3,6,0.15
MotoGP 2: Ultimate Racing Technology,PS2,Sony Computer Entertainment,,Racing,,2001,,,,,0.15
Black * Rock Shooter: The Game,PSP,Unknown,"Image Epoch, Imageepoch",Role-Playing,T,2011,66,19,7.2,39,0.15
BMX XXX,PS2,Acclaim Entertainment,"Z-Axis, Ltd.",Sports,M,2002,54,14,4.6,17,0.15
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,Namco Bandai Games,,Fighting,,1995,,,,,0.15
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,Sega,,Misc,,2005,,,,,0.15
Boktai: The Sun is in Your Hand,GBA,Konami Digital Entertainment,KCEJ,Role-Playing,E,2003,83,31,9.6,16,0.15
Making History: The Great War,Wii,Namco Bandai Games,,Strategy,,2010,,,,,0.15
Guilty Gear X2 #Reload,XB,Zoo Digital Publishing,Arc System Works,Fighting,T,2004,86,34,7.6,12,0.15
Wizardry VII: Gadeia no Houshu,PS,Sony Computer Entertainment,,Role-Playing,,1995,,,,,0.15
ReCore,XOne,Microsoft Game Studios,"Armature Studio, comcept",Action,T,2016,63,75,6.6,445,0.15
Soldier of Fortune: Payback,PS3,Activision,Cauldron Ltd.,Shooter,M,2007,50,14,5.4,13,0.15
F1 2012,PC,Codemasters,Codemasters,Racing,E,2012,80,15,6.9,115,0.15
Elf: The Movie,GBA,Crave Entertainment,Human Soft,Action,E,2004,,,tbd,,0.15
MLB SlugFest 20-03,GC,Midway Games,Gratuitous Games,Sports,E,2002,80,10,7.5,4,0.15
Tiger Woods PGA Tour,DS,Electronic Arts,Sensory Sweep,Sports,E,2004,64,21,7.4,7,0.14
Tamagotchi no Appare! Niji Venture,DS,Namco Bandai Games,,Role-Playing,,2007,,,,,0.14
Ultimate Board Game Collection,Wii,Xplosiv,Jack of All Games,Misc,E,2007,,,tbd,,0.14
Grabbed by the Ghoulies,XB,Microsoft Game Studios,Rare Ltd.,Action,E,2003,66,42,7.3,28,0.14
Cars: Mater-National Championship,X360,THQ,Rainbow Studios,Racing,E,2007,58,9,7.8,6,0.14
Shadow Hearts: From The New World,PS2,Ghostlight,Nautilus,Role-Playing,T,2005,76,42,8.2,33,0.14
Rayman Raving Rabbids,DS,Ubisoft,Ubisoft Bulgaria,Misc,E,2007,56,13,6.1,8,0.14
Terraria,PC,Unknown,Re-Logic,Action,T,2011,83,29,8.5,1613,0.14
Derby Stallion Gold,3DS,Kadokawa Shoten,,Sports,,2014,,,,,0.14
CSI: 3 Dimensions of Murder,PS2,Ubisoft,Ubisoft Bulgaria,Adventure,M,2007,,,tbd,,0.14
Barbarian,PS2,Titus,Saffire,Fighting,T,2002,63,22,tbd,,0.14
Tennis no Oji-Sama: Aim at The Victory!,GBA,Konami Digital Entertainment,,Sports,,2002,,,,,0.14
L.A. Rush,XB,Midway Games,Midway,Racing,T,2005,59,36,3,4,0.14
Rubik's World,Wii,Game Factory,Two Tribes,Puzzle,E,2008,64,9,tbd,,0.14
Record of Agarest War 2,PS3,Compile Heart,"Idea Factory, Compile Heart",Role-Playing,T,2010,56,6,7.2,36,0.14
QuickSpot,DS,Namco Bandai Games,Namco,Misc,E10+,2006,68,18,tbd,,0.14
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Game Arts,,Role-Playing,,1994,,,,,0.14
Pipe Dreams 3D,PS,Empire Interactive,Sick Puppies,Puzzle,E,2001,,,tbd,,0.14
Skylanders Giants,3DS,Activision,n-Space,Action,E10+,2012,59,9,5,13,0.14
Spider-Man: Friend or Foe,Wii,Activision,Next Level Games,Action,E10+,2007,59,29,8,6,0.14
Fox Sports Golf '99,PS,Gremlin Interactive Ltd,,Sports,,1997,,,,,0.14
Power Rangers: Super Legends,PS2,Disney Interactive Studios,Artificial Mind and Movement,Action,E10+,2007,,,3,5,0.14
Jurassic: The Hunted,PS2,Activision,Activision,Shooter,T,2009,,,tbd,,0.14
Sakura Wars GB,GB,Media Factory,,Adventure,,2000,,,,,0.14
Shining Force CD,SCD,Sega,,Strategy,,1994,,,,,0.14
Fatal Frame,PS2,Wanadoo,Tecmo,Action,T,2001,74,22,8.9,72,0.14
Rayman 3,GBA,Ubisoft,Ubisoft,Platform,E,2003,83,21,7.8,8,0.14
The Fifth Element,PS,Sony Computer Entertainment,,Action,,1998,,,,,0.14
BlazBlue: Chrono Phantasma Extend,PS4,PQube,Arc System Works,Action,T,2015,80,10,7.7,31,0.14
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,Nintendo,,Adventure,,2009,,,,,0.14
Wild ARMs 4,PS2,505 Games,Media Vision,Role-Playing,T,2005,69,38,7.3,17,0.14
Ratatouille,GC,THQ,Asobo Studio,Action,E,2007,60,7,5.6,7,0.14
G.I. Joe: The Rise of Cobra,PS2,Electronic Arts,Double Helix Games,Action,T,2009,50,4,2.3,6,0.14
Casper: Spirit Dimensions,PS2,TDK Mediactive,Lucky Chicken,Platform,E,2001,58,7,3.5,6,0.14
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,Namco Bandai Games,,Role-Playing,,2008,,,,,0.14
Sengoku Musou 3 Empires,PS3,Tecmo Koei,,Action,,2011,,,,,0.14
Thunder Truck Rally,PS,Psygnosis,,Racing,,1997,,,,,0.14
Klonoa: Empire of Dreams,GBA,Infogrames,,Platform,,2001,,,,,0.14
SafeCracker: The Ultimate Puzzle Adventure,DS,The Adventure Company,Firehazard Studio,Puzzle,E,2009,43,4,tbd,,0.14
Geometry Wars: Galaxies,DS,Vivendi Games,Kuju Entertainment,Shooter,E,2007,79,36,7.9,26,0.14
